1,3
2,2
3,0
4,3
5,1
6,2
7,3
8,1
9,2
10,0
11,1
12,3
13,0
14,2
15,3
16,1
17,0
18,3
19,2
20,2
21,0
22,1
23,1
24,2
25,3
26,0
27,1
28,2
29,2
30,3
31,1
32,2
33,3
34,1
35,3
36,0
37,1
38,1
39,0
40,3
41,1
42,2
43,1
44,2
45,3
46,0
47,3
48,0
49,1
50,2
51,0
52,0
53,1
54,2
55,3
56,0
57,2
58,3
59,2
60,0
61,3
62,0
63,0
